ImageURN,TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.335,0.6077,0.548,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.266,0.6707,0.615,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.329,0.7262,0.546,0.0548",
"urn:cite:ecod:einsiedeln121img.sbe_0121_188@0.254,0.7802,0.628,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.125,0.0465,0.57,0.075", 189
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.116,0.0998,0.53,0.0818",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.107,0.1695,0.542,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.122,0.2288,0.668,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.076,0.2933,0.535,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.609,0.2701,0.161,0.0578", neumes for previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.131,0.3391,0.583,0.081",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.133,0.4081,0.674,0.072",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.143,0.4644,0.524,0.0825",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.137,0.5236,0.516,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.072,0.5896,0.651,0.075",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.131,0.6579,0.569,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.143,0.7074,0.654,0.0728", 
"urn:cite:ecod:einsiedeln121img.sbe_0121_189@0.088,0.7607,0.681,0.084", overlap with text from above line
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.356,0.0465,0.513,0.072", 190
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.344,0.1133,0.42,0.0593",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.287,0.1725,0.66,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.35,0.2356,0.572,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.351,0.2858,0.533,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.318,0.3481,0.577,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.255,0.4014,0.616,0.0825",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.332,0.4839,0.539,0.0578",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.333,0.5379,0.525,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.334,0.6032,0.543,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.323,0.6602,0.568,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.321,0.7149,0.584,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_190@0.293,0.7832,0.328,0.0668",
 
