FolioUrn,Sequence,Label,DefaultImage
urn:cite:musicmss:sg339.588,588,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 588.",urn:cite:musicmss:sg339.588
urn:cite:musicmss:sg339.589,589,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 589.",urn:cite:musicmss:sg339.589
urn:cite:musicmss:sg339.590,590,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 590.",urn:cite:musicmss:sg339.590
urn:cite:musicmss:sg339.591,591,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 591.",urn:cite:musicmss:sg339.591
urn:cite:musicmss:sg339.592,592,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 592.",urn:cite:musicmss:sg339.592
urn:cite:musicmss:sg339.593,593,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 593.",urn:cite:musicmss:sg339.593
urn:cite:musicmss:sg339.594,594,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 594.",urn:cite:musicmss:sg339.594
urn:cite:musicmss:sg339.595,595,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 595.",urn:cite:musicmss:sg339.595
urn:cite:musicmss:sg339.596,596,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 596.",urn:cite:musicmss:sg339.596
urn:cite:musicmss:sg339.597,597,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 597.",urn:cite:musicmss:sg339.597
urn:cite:musicmss:sg339.598,598,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 598.",urn:cite:musicmss:sg339.598
urn:cite:musicmss:sg339.599,599,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 599.",urn:cite:musicmss:sg339.599
urn:cite:musicmss:sg339.600,600,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 600.",urn:cite:musicmss:sg339.600
urn:cite:musicmss:sg339.601,601,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 601.",urn:cite:musicmss:sg339.601
urn:cite:musicmss:sg339.602,602,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 602.",urn:cite:musicmss:sg339.602
urn:cite:musicmss:sg339.603,603,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 603.",urn:cite:musicmss:sg339.603
urn:cite:musicmss:sg339.604,604,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 604.",urn:cite:musicmss:sg339.604
urn:cite:musicmss:sg339.605,605,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 605.",urn:cite:musicmss:sg339.605
urn:cite:musicmss:sg339.606,606,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 606.",urn:cite:musicmss:sg339.606
urn:cite:musicmss:sg339.607,607,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 607.",urn:cite:musicmss:sg339.607
urn:cite:musicmss:sg339.608,608,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 608.",urn:cite:musicmss:sg339.608
urn:cite:musicmss:sg339.609,609,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 609.",urn:cite:musicmss:sg339.609
urn:cite:musicmss:sg339.610,610,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 610.",urn:cite:musicmss:sg339.610
urn:cite:musicmss:sg339.611,611,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 611.",urn:cite:musicmss:sg339.611
urn:cite:musicmss:sg339.612,612,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 612.",urn:cite:musicmss:sg339.612
urn:cite:musicmss:sg339.613,613,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 613.",urn:cite:musicmss:sg339.613
urn:cite:musicmss:sg339.614,614,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 614.",urn:cite:musicmss:sg339.614
urn:cite:musicmss:sg339.615,615,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 615.",urn:cite:musicmss:sg339.615
urn:cite:musicmss:sg339.616,616,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 616.",urn:cite:musicmss:sg339.616
urn:cite:musicmss:sg339.617,617,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 617.",urn:cite:musicmss:sg339.617
urn:cite:musicmss:sg339.618,618,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 618.",urn:cite:musicmss:sg339.618
urn:cite:musicmss:sg339.619,619,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 619.",urn:cite:musicmss:sg339.619
urn:cite:musicmss:sg339.620,620,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 620.",urn:cite:musicmss:sg339.620
urn:cite:musicmss:sg339.621,621,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 621.",urn:cite:musicmss:sg339.621
urn:cite:musicmss:sg339.622,622,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 622.",urn:cite:musicmss:sg339.622
urn:cite:musicmss:sg339.623,623,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 623.",urn:cite:musicmss:sg339.623
urn:cite:musicmss:sg339.624,624,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 624.",urn:cite:musicmss:sg339.624
urn:cite:musicmss:sg339.625,625,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 625.",urn:cite:musicmss:sg339.625
urn:cite:musicmss:sg339.626,626,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 626.",urn:cite:musicmss:sg339.626
urn:cite:musicmss:sg339.627,627,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 627.",urn:cite:musicmss:sg339.627
urn:cite:musicmss:sg339.628,628,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 628.",urn:cite:musicmss:sg339.628
urn:cite:musicmss:sg339.629,629,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 629.",urn:cite:musicmss:sg339.629
urn:cite:musicmss:sg339.630,630,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 630.",urn:cite:musicmss:sg339.630
urn:cite:musicmss:sg339.631,631,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 631.",urn:cite:musicmss:sg339.631
urn:cite:musicmss:sg339.632,632,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 632.",urn:cite:musicmss:sg339.632
urn:cite:musicmss:sg339.633,633,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 633.",urn:cite:musicmss:sg339.633
urn:cite:musicmss:sg339.634,634,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 634.",urn:cite:musicmss:sg339.634
urn:cite:musicmss:sg339.635,635,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 635.",urn:cite:musicmss:sg339.635
urn:cite:musicmss:sg339.636,636,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 636.",urn:cite:musicmss:sg339.636
urn:cite:musicmss:sg339.637,637,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 637.",urn:cite:musicmss:sg339.637
urn:cite:musicmss:sg339.638,638,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 638.",urn:cite:musicmss:sg339.638
urn:cite:musicmss:sg339.639,639,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 639.",urn:cite:musicmss:sg339.639
urn:cite:musicmss:sg339.640,640,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 640.",urn:cite:musicmss:sg339.640
urn:cite:musicmss:sg339.641,641,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 641.",urn:cite:musicmss:sg339.641
urn:cite:musicmss:sg339.642,642,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 642.",urn:cite:musicmss:sg339.642
urn:cite:musicmss:sg339.643,643,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 643.",urn:cite:musicmss:sg339.643
urn:cite:musicmss:sg339.644,644,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 644.",urn:cite:musicmss:sg339.644
urn:cite:musicmss:sg339.645,645,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 645.",urn:cite:musicmss:sg339.645
urn:cite:musicmss:sg339.646,646,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 646.",urn:cite:musicmss:sg339.646
urn:cite:musicmss:sg339.647,647,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 647.",urn:cite:musicmss:sg339.647
urn:cite:musicmss:sg339.648,648,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 648.",urn:cite:musicmss:sg339.648
urn:cite:musicmss:sg339.649,649,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 649.",urn:cite:musicmss:sg339.649
urn:cite:musicmss:sg339.650,650,"St. Gallen, Stiftsbibliothek, Cod. Sang. 339, page 650.",urn:cite:musicmss:sg339.650
